Variable Name,MERGED_1996-97 datafile,MERGED_1997-98 datafile,MERGED_1998-99 datafile,MERGED_1999-00 datafile,MERGED_2000-01 datafile,MERGED_2001-02 datafile,MERGED_2002-03 datafile,MERGED_2003-04 datafile,MERGED_2004-05 datafile,MERGED_2005-06 datafile,MERGED_2006-07 datafile,MERGED_2007-08 datafile,MERGED_2008-09 datafile,MERGED_2009-10 datafile,MERGED_2010-11 datafile,MERGED_2011-12 datafile,MERGED_2012-13 datafile,MERGED_2013-14 datafile,MERGED_2014-15 datafile,MERGED_2015-16 datafile,MERGED_2016-17 datafile
SCH_DEG,NULL,NULL,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2015-16,AY 2012-13,NULL
HCM2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FSA as of June 1, 2018"
MAIN,"AcadYr 1996-97, reported in IPEDS DCY1996-97","AcadYr 1997-98, reported in IPEDS DCY1997-98","AcadYr 1998-99, reported in IPEDS DCY1998-99","AcadYr 1999-00, reported in IPEDS DCY1999-00","AcadYr 2000-01, reported in IPEDS DCY2000-01","AcadYr 2001-02, reported in IPEDS DCY2001-02","AcadYr 2002-03, reported in IPEDS DCY2002-03","AcadYr 2003-04, reported in IPEDS DCY2003-04","AcadYr 2004-05, reported in IPEDS DCY2004-05","AcadYr 2005-06, reported in IPEDS DCY2005-06","AcadYr 2006-07, reported in IPEDS DCY2006-07","AcadYr 2007-08, reported in IPEDS DCY2007-08","AcadYr 2008-09, reported in IPEDS DCY2008-09","AcadYr 2009-10, reported in IPEDS DCY2009-10","AcadYr 2010-11, reported in IPEDS DCY2010-11","AcadYr 2011-12, reported in IPEDS DCY2011-12","AcadYr 2012-13, reported in IPEDS DCY2012-13","AcadYr 2013-14, reported in IPEDS DCY2013-14","AcadYr 2014-15, reported in IPEDS DCY2014-15","AcadYr 2015-16, reported in IPEDS DCY2015-16","AcadYr 2016-17, reported in IPEDS DCY2016-17"
NUMBRANCH,"AcadYr 1996-97, reported in IPEDS DCY1996-97","AcadYr 1997-98, reported in IPEDS DCY1997-98","AcadYr 1998-99, reported in IPEDS DCY1998-99","AcadYr 1999-00, reported in IPEDS DCY1999-00","AcadYr 2000-01, reported in IPEDS DCY2000-01","AcadYr 2001-02, reported in IPEDS DCY2001-02","AcadYr 2002-03, reported in IPEDS DCY2002-03","AcadYr 2003-04, reported in IPEDS DCY2003-04","AcadYr 2004-05, reported in IPEDS DCY2004-05","AcadYr 2005-06, reported in IPEDS DCY2005-06","AcadYr 2006-07, reported in IPEDS DCY2006-07","AcadYr 2007-08, reported in IPEDS DCY2007-08","AcadYr 2008-09, reported in IPEDS DCY2008-09","AcadYr 2009-10, reported in IPEDS DCY2009-10","AcadYr 2010-11, reported in IPEDS DCY2010-11","AcadYr 2011-12, reported in IPEDS DCY2011-12","AcadYr 2012-13, reported in IPEDS DCY2012-13","AcadYr 2013-14, reported in IPEDS DCY2013-14","AcadYr 2014-15, reported in IPEDS DCY2014-15","AcadYr 2015-16, reported in IPEDS DCY2015-16","AcadYr 2016-17, reported in IPEDS DCY2016-17"
PREDDEG,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
HIGHDEG,"AY1995-96, reported in IPEDS DCY1996-97","AY1996-97, reported in IPEDS DCY1997-98","AY1997-98, reported in IPEDS DCY1998-99","AY1998-99, reported in IPEDS DCY1999-00","AY1999-00, reported in IPEDS DCY2000-01","AY2000-01, reported in IPEDS DCY2001-02","AY2001-02, reported in IPEDS DCY2002-03","AY2002-03, reported in IPEDS DCY2003-04","AY2003-04, reported in IPEDS DCY2004-05","AY2004-05, reported in IPEDS DCY2005-06","AY2005-06, reported in IPEDS DCY2006-07","AY2006-07, reported in IPEDS DCY2007-08","AY2007-08, reported in IPEDS DCY2008-09","AY2008-09, reported in IPEDS DCY2009-10","AY2009-10, reported in IPEDS DCY2010-11","AY2010-11, reported in IPEDS DCY2011-12","AY2011-12, reported in IPEDS DCY2012-13","AY2012-13, reported in IPEDS DCY2013-14","AY2013-14, reported in IPEDS DCY2014-15","AY2014-15, reported in IPEDS DCY2015-16","AY2015-16, reported in IPEDS DCY2016-17"
CONTROL,"AcadYr 1996-97, reported in IPEDS DCY1996-97","AcadYr 1997-98, reported in IPEDS DCY1997-98","AcadYr 1998-99, reported in IPEDS DCY1998-99","AcadYr 1999-00, reported in IPEDS DCY1999-00","AcadYr 2000-01, reported in IPEDS DCY2000-01","AcadYr 2001-02, reported in IPEDS DCY2001-02","AcadYr 2002-03, reported in IPEDS DCY2002-03","AcadYr 2003-04, reported in IPEDS DCY2003-04","AcadYr 2004-05, reported in IPEDS DCY2004-05","AcadYr 2005-06, reported in IPEDS DCY2005-06","AcadYr 2006-07, reported in IPEDS DCY2006-07","AcadYr 2007-08, reported in IPEDS DCY2007-08","AcadYr 2008-09, reported in IPEDS DCY2008-09","AcadYr 2009-10, reported in IPEDS DCY2009-10","AcadYr 2010-11, reported in IPEDS DCY2010-11","AcadYr 2011-12, reported in IPEDS DCY2011-12","AcadYr 2012-13, reported in IPEDS DCY2012-13","AcadYr 2013-14, reported in IPEDS DCY2013-14","AcadYr 2014-15, reported in IPEDS DCY2014-15","AcadYr 2015-16, reported in IPEDS DCY2015-16","AcadYr 2016-17, reported in IPEDS DCY2016-17"
ST_FIPS,"AcadYr 1996-97, reported in IPEDS DCY1996-97, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1997-98, reported in IPEDS DCY1997-98, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1998-99, reported in IPEDS DCY1998-99, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1999-00, reported in IPEDS DCY1999-00, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2000-01, reported in IPEDS DCY2000-01, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2001-02, reported in IPEDS DCY2001-02, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2002-03, reported in IPEDS DCY2002-03, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2003-04, reported in IPEDS DCY2003-04, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2004-05, reported in IPEDS DCY2004-05, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2005-06, reported in IPEDS DCY2005-06, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2006-07, reported in IPEDS DCY2006-07, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2007-08, reported in IPEDS DCY2007-08, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2008-09, reported in IPEDS DCY2008-09, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2009-10, reported in IPEDS DCY2009-10, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2010-11, reported in IPEDS DCY2010-11, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2011-12, reported in IPEDS DCY2011-12, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2012-13, reported in IPEDS DCY2012-13, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2013-14, reported in IPEDS DCY2013-14, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2014-15, reported in IPEDS DCY2014-15, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2015-16, reported in IPEDS DCY2015-16, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2016-17, reported in IPEDS DCY2016-17, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included."
REGION,"AcadYr 1996-97, reported in IPEDS DCY1996-97, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1997-98, reported in IPEDS DCY1997-98, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1998-99, reported in IPEDS DCY1998-99, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 1999-00, reported in IPEDS DCY1999-00, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2000-01, reported in IPEDS DCY2000-01, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2001-02, reported in IPEDS DCY2001-02, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2002-03, reported in IPEDS DCY2002-03, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2003-04, reported in IPEDS DCY2003-04, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2004-05, reported in IPEDS DCY2004-05, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2005-06, reported in IPEDS DCY2005-06, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2006-07, reported in IPEDS DCY2006-07, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2007-08, reported in IPEDS DCY2007-08, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2008-09, reported in IPEDS DCY2008-09, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2009-10, reported in IPEDS DCY2009-10, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2010-11, reported in IPEDS DCY2010-11, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2011-12, reported in IPEDS DCY2011-12, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2012-13, reported in IPEDS DCY2012-13, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2013-14, reported in IPEDS DCY2013-14, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2014-15, reported in IPEDS DCY2014-15, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2015-16, reported in IPEDS DCY2015-16, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.","AcadYr 2016-17, reported in IPEDS DCY2016-17, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included."
LOCALE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
LOCALE2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LATITUDE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
LONGITUDE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
CCBASIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
CCUGPROF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
CCSIZSET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
HBCU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,College Navigator CY2018
PBI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
ANNHI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
TRIBAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
AANAPII,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
HSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
NANTI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OPE FY2018
MENONLY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,College Navigator CY2018
WOMENONLY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,College Navigator CY2018
RELAFFIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AcadYr 2017-18, reported in IPEDS DCY2017-18 if data was provided; otherwise AcadYr 2016-17, reported in IPEDS DCY2016-17"
ADM_RATE,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
ADM_RATE_ALL,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATVR25,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATVR75,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATMT25,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATMT75,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATWR25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16",NULL
SATWR75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16",NULL
SATVRMID,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATMTMID,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
SATWRMID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16",NULL
ACTCM25,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
ACTCM75,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
ACTEN25,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
ACTEN75,NULL,NULL,NULL,NULL,NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17"
