dev_cat,dev_name,api_data_type
repayment,3_yr_repayment.overall,integer
repayment,3_yr_repayment.completers,integer
repayment,3_yr_repayment.noncompleters,integer
repayment,3_yr_repayment.low_income,integer
repayment,3_yr_repayment.middle_income,integer
repayment,3_yr_repayment.high_income,integer
repayment,3_yr_repayment.dependent_students,integer
repayment,3_yr_repayment.independent_students,integer
repayment,3_yr_repayment.pell_grant,integer
repayment,3_yr_repayment.no_pell_grant,integer
repayment,3_yr_repayment.female_students,integer
repayment,3_yr_repayment.male_students,integer
repayment,3_yr_repayment.first_generation_students,integer
repayment,3_yr_repayment.non_first_generation_students,integer
repayment,5_yr_repayment.overall,integer
repayment,5_yr_repayment.completers,integer
repayment,5_yr_repayment.noncompleters,integer
repayment,5_yr_repayment.low_income,integer
repayment,5_yr_repayment.middle_income,integer
repayment,5_yr_repayment.high_income,integer
repayment,5_yr_repayment.dependent_students,integer
repayment,5_yr_repayment.independent_students,integer
repayment,5_yr_repayment.pell_grant,integer
repayment,5_yr_repayment.no_pell_grant,integer
repayment,5_yr_repayment.female_students,integer
repayment,5_yr_repayment.male_students,integer
repayment,5_yr_repayment.first_generation_students,integer
repayment,5_yr_repayment.non_first_generation_students,integer
repayment,7_yr_repayment.overall,integer
repayment,7_yr_repayment.completers,integer
repayment,7_yr_repayment.noncompleters,integer
repayment,7_yr_repayment.low_income,integer
repayment,7_yr_repayment.middle_income,integer
repayment,7_yr_repayment.high_income,integer
repayment,7_yr_repayment.dependent_students,integer
repayment,7_yr_repayment.independent_students,integer
repayment,7_yr_repayment.pell_grant,integer
repayment,7_yr_repayment.no_pell_grant,integer
repayment,7_yr_repayment.female_students,integer
repayment,7_yr_repayment.male_students,integer
repayment,7_yr_repayment.first_generation_students,integer
repayment,7_yr_repayment.non_first_generation_students,integer
earnings,student_count,integer
aid,students_with_any_loan,float
student,students_with_pell_grant,float
student,demographics.age_entry,integer
student,demographics.age_entry_squared,integer
student,demographics.over_23_at_entry,float
student,demographics.female_share,float
student,demographics.married,float
student,demographics.dependent,float
student,demographics.veteran,float
student,demographics.first_generation,float
student,demographics.avg_family_income,integer
student,demographics.median_family_income,integer
student,demographics.avg_family_income_independents,integer
student,demographics.avg_family_income_log,integer
student,demographics.avg_family_income_independents_log,integer
student,demographics.share_white.home_ZIP,float
student,demographics.share_black.home_ZIP,float
student,demographics.share_asian.home_ZIP,float
student,demographics.share_hispanic.home_ZIP,float
student,demographics.share_bachelors_degree_age25.home_ZIP,float
student,demographics.share_professional_degree_age25.home_ZIP,float
student,demographics.share_born_US.home_ZIP,float
student,demographics.median_hh_income,integer
student,demographics.poverty_rate,float
student,demographics.unemployment,float
student,demographics.median_hh_income_log,integer
student,fafsa_sent.overall,integer
student,fafsa_sent.1_college,float
student,fafsa_sent.2_colleges,float
student,fafsa_sent.3_college,float
student,fafsa_sent.4_colleges,float
student,fafsa_sent.5_or_more_colleges,float
earnings,10_yrs_after_entry.not_working_not_enrolled.overall,integer
earnings,10_yrs_after_entry.working_not_enrolled.overall,integer
earnings,10_yrs_after_entry.working_not_enrolled.mean_earnings,integer
earnings,10_yrs_after_entry.median,integer
earnings,10_yrs_after_entry.working_not_enrolled.earnings_percentile.10,integer
earnings,10_yrs_after_entry.working_not_enrolled.earnings_percentile.25,integer
earnings,10_yrs_after_entry.working_not_enrolled.earnings_percentile.75,integer
earnings,10_yrs_after_entry.working_not_enrolled.earnings_percentile.90,integer
earnings,10_yrs_after_entry.working_not_enrolled.std_dev,integer
earnings,10_yrs_after_entry.working_not_enrolled.income.lowest_tercile,integer
earnings,10_yrs_after_entry.working_not_enrolled.income.middle_tercile,integer
earnings,10_yrs_after_entry.working_not_enrolled.income.highest_tercile,integer
earnings,10_yrs_after_entry.working_not_enrolled.dependent_students_lowest_tercile,integer
earnings,10_yrs_after_entry.working_not_enrolled.dependent_students,integer
earnings,10_yrs_after_entry.independent_students,integer
earnings,10_yrs_after_entry.female_students,integer
earnings,10_yrs_after_entry.male_students,integer
earnings,10_yrs_after_entry.percent_greater_than_25000,float
earnings,10_yrs_after_entry.percent_greater_than_28000,float
earnings,10_yrs_after_entry.mean_earnings.lowest_tercile,integer
earnings,10_yrs_after_entry.mean_earnings.middle_tercile,integer
earnings,10_yrs_after_entry.mean_earnings.highest_tercile,integer
earnings,10_yrs_after_entry.mean_earnings.dependent_students_lowest_tercile,integer
earnings,10_yrs_after_entry.mean_earnings.dependent_students,integer
earnings,10_yrs_after_entry.mean_earnings.independent_students,integer
earnings,10_yrs_after_entry.mean_earnings.female_students,integer
earnings,10_yrs_after_entry.mean_earnings.male_students,integer
earnings,6_yrs_after_entry.not_working_not_enrolled.overall,integer
earnings,6_yrs_after_entry.working_not_enrolled.overall,integer
earnings,6_yrs_after_entry.working_not_enrolled.mean_earnings,integer
earnings,6_yrs_after_entry.median,integer
earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.10,integer
earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.25,integer
earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.75,integer
earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.90,integer
earnings,6_yrs_after_entry.working_not_enrolled.std_dev,integer
earnings,6_yrs_after_entry.working_not_enrolled.income.lowest_tercile,integer
earnings,6_yrs_after_entry.working_not_enrolled.income.middle_tercile,integer
earnings,6_yrs_after_entry.working_not_enrolled.income.highest_tercile,integer
earnings,6_yrs_after_entry.working_not_enrolled.dependent_students_lowest_tercile,integer
earnings,6_yrs_after_entry.working_not_enrolled.dependent_students,integer
earnings,6_yrs_after_entry.independent_students,integer
earnings,6_yrs_after_entry.female_students,integer
earnings,6_yrs_after_entry.male_students,integer
earnings,6_yrs_after_entry.percent_greater_than_25000,float
earnings,6_yrs_after_entry.percent_greater_than_28000,float
earnings,6_yrs_after_entry.mean_earnings.lowest_tercile,float
earnings,6_yrs_after_entry.mean_earnings.middle_tercile,float
earnings,6_yrs_after_entry.mean_earnings.highest_tercile,float
earnings,6_yrs_after_entry.mean_earnings.dependent_students_lowest_tercile,float
earnings,6_yrs_after_entry.mean_earnings.dependent_students,float
earnings,6_yrs_after_entry.mean_earnings.independent_students,float
earnings,6_yrs_after_entry.mean_earnings.female_students,float
earnings,6_yrs_after_entry.mean_earnings.male_students,float
earnings,7_yrs_after_entry.not_working_not_enrolled,float
earnings,7_yrs_after_entry.working_not_enrolled,integer
earnings,7_yrs_after_entry.mean_earnings,float
earnings,7_yrs_after_entry.std_dev,float
earnings,7_yrs_after_entry.percent_greater_than_25000,float
earnings,8_yrs_after_entry.not_working_not_enrolled,integer
earnings,8_yrs_after_entry.working_not_enrolled,integer
earnings,8_yrs_after_entry.mean_earnings,float
earnings,8_yrs_after_entry.median_earnings,float
earnings,8_yrs_after_entry.10th_percentile_earnings,integer
earnings,8_yrs_after_entry.25th_percentile_earnings,integer
earnings,8_yrs_after_entry.75th_percentile_earnings,integer
earnings,8_yrs_after_entry.90th_percentile_earnings,integer
earnings,8_yrs_after_entry.std_deviation,float
earnings,8_yrs_after_entry.percent_greater_than_25000,float
earnings,8_yrs_after_entry.percent_greater_than_28000,float
earnings,9_yrs_after_entry.not_working_not_enrolled,integer
earnings,9_yrs_after_entry.working_not_enrolled,integer
earnings,9_yrs_after_entry.mean_earnings,float
earnings,9_yrs_after_entry.std_deviation,float
earnings,9_yrs_after_entry.percent_greater_than_25000,float
aid,median_debt_suppressed.overall,float
aid,median_debt_suppressed.completers.overall,float
aid,median_debt_suppressed.completers.monthly_payments,float
repayment,3_yr_repayment_suppressed.overall,float
repayment,3_yr_repayment_suppressed.income.low_income,float
repayment,3_yr_repayment_suppressed.income.middle_income,float
repayment,3_yr_repayment_suppressed.income.high_income,float
repayment,3_yr_repayment_suppressed.completers,float
repayment,3_yr_repayment_suppressed.non_completers,float
repayment,3_yr_repayment_suppressed.dependent_students,float
repayment,3_yr_repayment_suppressed.independent_students,float
repayment,3_yr_repayment_suppressed.pell_grant,float
repayment,3_yr_repayment_suppressed.no_pell_grant,float
repayment,3_yr_repayment_suppressed.female_students,float
repayment,3_yr_repayment_suppressed.male_students,float
repayment,3_yr_repayment_suppressed.first_generation_students,float
repayment,3_yr_repayment_suppressed.non_first_generation_students,float
completion,rate_suppressed.lt_four_year_150percent,float
completion,rate_suppressed.four_year,float
completion,rate_suppressed.lt_four_year,float
completion,rate_suppressed.four_year_200percent,float
school,alias,autocomplete
completion,completion_rate_4yr_100nt,float
completion,completion_cohort_4yr_100nt,integer
completion,completion_rate_less_than_4yr_100nt,float
completion,completion_cohort_less_than_4yr_100nt,integer
completion,transfer_rate.4yr.full_time,float
completion,transfer_rate.cohort_4yr.full_time,integer
completion,transfer_rate.less_than_4yr.full_time,float
completion,transfer_rate.cohort_less_than_4yr.full_time,integer
school,institutional_characteristics.level,integer
school,,
school,,
student,demographics.men,float
student,demographics.women,float
repayment,2_yr_default_rate_denom,integer
repayment,3_yr_default_rate_denom,integer
school,open_admissions_policy,integer
,,
,,
student,undergrads_with_pell_grant_or_federal_student_loan,integer
student,undergrads_non_degree_seeking,integer
student,grad_students,integer
completion,completion_cohort_4yr_150_white,integer
completion,completion_cohort_4yr_150_black,integer
completion,completion_cohort_4yr_150_hispanic,integer
completion,completion_cohort_4yr_150_asian,integer
completion,completion_cohort_4yr_150_aian,integer
completion,completion_cohort_4yr_150_nhpi,integer
completion,completion_cohort_4yr_150_2ormore,integer
completion,completion_cohort_4yr_150_nonresident.alien,integer
completion,completion_cohort_4yr_150_race.unknown,integer
completion,completion_cohort_less_than_4yr_150_white,integer
completion,completion_cohort_less_than_4yr_150_black,integer
completion,completion_cohort_less_than_4yr_150_hispanic,integer
completion,completion_cohort_less_than_4yr_150_asian,integer
completion,completion_cohort_less_than_4yr_150_aian,integer
completion,completion_cohort_less_than_4yr_150_nhpi,integer
completion,completion_cohort_less_than_4yr_150_2ormore,integer
completion,completion_cohort_less_than_4yr_150_nonresident.alien,integer
completion,completion_cohort_less_than_4yr_150_race.unknown,integer
completion,completion_cohort_4yr_150_white_pre2010,integer
completion,completion_cohort_4yr_150_black_pre2010,integer
completion,completion_cohort_4yr_150_api_pre2010,integer
completion,completion_cohort_4yr_150_aian_pre2010,integer
completion,completion_cohort_4yr_150_hispanic_pre2010,integer
completion,completion_cohort_less_than_4yr_150_white_pre2010,integer
completion,completion_cohort_less_than_4yr_150_black_pre2010,integer
completion,completion_cohort_less_than_4yr_150_api_pre2010,integer
completion,completion_cohort_less_than_4yr_150_aian_pre2010,integer
completion,completion_cohort_less_than_4yr_150_hispanic_pre2010,integer
school,accreditor_code,string
school,title_iv.approval_date,string
completion,outcome_cohort.full_time.first_time.6yr,integer
completion,outcome_percentage.full_time.first_time.6yr.award,float
completion,outcome_cohort.full_time.first_time.8yr,integer
completion,outcome_percentage.full_time.first_time.8yr.award,float
completion,outcome_percentage.full_time.first_time.8yr.still_enrolled,float
completion,outcome_percentage.full_time.first_time.8yr.transfer,float
completion,outcome_percentage.full_time.first_time.8yr.unknown,float
completion,outcome_cohort.part_time.first_time.6yr,integer
completion,outcome_percentage.part_time.first_time.6yr.award,float
completion,outcome_cohort.part_time.first_time.8yr,integer
completion,outcome_percentage.part_time.first_time.8yr.award,float
completion,outcome_percentage.part_time.first_time.8yr.still_enrolled,float
completion,outcome_percentage.part_time.first_time.8yr.transfer,float
completion,outcome_percentage.part_time.first_time.8yr.unknown,float
completion,outcome_cohort.full_time.not_first_time.6yr,integer
completion,outcome_percentage.full_time.not_first_time.6yr.award,float
completion,outcome_cohort.full_time.not_first_time.8yr,integer
completion,outcome_percentage.full_time.not_first_time.8yr.award,float
completion,outcome_percentage.full_time.not_first_time.8yr.still_enrolled,float
completion,outcome_percentage.full_time.not_first_time.8yr.transfer,float
completion,outcome_percentage.full_time.not_first_time.8yr.unknown,float
completion,outcome_cohort.part_time.not_first_time.6yr,integer
completion,outcome_percentage.part_time.not_first_time.6yr.award,float
completion,outcome_cohort.part_time.not_first_time.8yr,integer
completion,outcome_percentage.part_time.not_first_time.8yr.award,float
completion,outcome_percentage.part_time.not_first_time.8yr.still_enrolled,float
completion,outcome_percentage.part_time.not_first_time.8yr.transfer,float
completion,outcome_percentage.part_time.not_first_time.8yr.unknown,float
student,retention_rate.four_year.full_time_pooled,float
student,retention_rate.lt_four_year.full_time_pooled,float
student,retention_rate.four_year.part_time_pooled,float
student,retention_rate.lt_four_year.part_time_pooled,float
student,retention_rate.cohort.four_year.full_time_pooled,float
student,retention_rate.cohort.lt_four_year.full_time_pooled,float
student,retention_rate.cohort.four_year.part_time_pooled,float
student,retention_rate.cohort.lt_four_year.part_time_pooled,float
student,retention_rate.pooled_yrs_used.full_time,integer
student,retention_rate.pooled_yrs_used.part_time,integer
student,retention_rate_suppressed.four_year.full_time_pooled,float
student,retention_rate_suppressed.lt_four_year.full_time_pooled,float
student,retention_rate_suppressed.four_year.part_time_pooled,float
student,retention_rate_suppressed.lt_four_year.part_time_pooled,float
completion,transfer_rate.4yr.full_time_pooled,float
completion,transfer_rate.less_than_4yr.full_time_pooled,float
completion,transfer_rate.cohort_4yr.full_time_pooled,integer
completion,transfer_rate.cohort_less_than_4yr.full_time_pooled,integer
completion,transfer_rate_suppressed.4yr.full_time_pooled,float
completion,transfer_rate_suppressed.less_than_4yr.full_time_pooled,float
completion,completion_rate_four_year_100_pooled,float
completion,completion_rate_lt_four_year_100_pooled,float
completion,completion_cohort_four_year_100_pooled,integer
completion,completion_cohort_lt_four_year_100_pooled,integer
completion,pooled_yrs_used_100,integer
completion,rate_suppressed.four_year_100_pooled,float
completion,rate_suppressed.lt_four_year_100_pooled,float
completion,completion_rate_four_year_150_pell,float
completion,completion_cohort_four_year_150_pell,integer
completion,completion_rate_lt_four_year_150_pell,float
completion,completion_cohort_lt_four_year_150_pell,integer
completion,completion_rate_four_year_150_loan_nopell,float
completion,completion_cohort_four_year_150_loan_nopell,integer
completion,completion_rate_lt_four_year_150_loan_nopell,float
completion,completion_cohort_lt_four_year_150_loan_nopell,integer
completion,completion_rate_four_year_150_noloan_nopell,float
completion,completion_cohort_four_year_150_noloan_nopell,integer
completion,completion_rate_lt_four_year_150_noloan_nopell,float
completion,completion_cohort_lt_four_year_150_noloan_nopell,integer
completion,outcome_cohort.full_time.first_time.6yr_pooled,integer
completion,outcome_percentage.full_time.first_time.6yr.award_pooled,float
completion,outcome_cohort.full_time.first_time.8yr_pooled,integer
completion,outcome_percentage.full_time.first_time.8yr.award_pooled,float
completion,outcome_percentage.full_time.first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage.full_time.first_time.8yr.transfer_pooled,float
completion,outcome_percentage.full_time.first_time.8yr.unknown_pooled,float
completion,outcome_cohort.part_time.first_time.6yr_pooled,integer
completion,outcome_percentage.part_time.first_time.6yr.award_pooled,float
completion,outcome_cohort.part_time.first_time.8yr_pooled,integer
completion,outcome_percentage.part_time.first_time.8yr.award_pooled,float
completion,outcome_percentage.part_time.first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage.part_time.first_time.8yr.transfer_pooled,float
completion,outcome_percentage.part_time.first_time.8yr.unknown_pooled,float
completion,outcome_cohort.full_time.not_first_time.6yr_pooled,integer
completion,outcome_percentage.full_time.not_first_time.6yr.award_pooled,float
completion,outcome_cohort.full_time.not_first_time.8yr_pooled,integer
completion,outcome_percentage.full_time.not_first_time.8yr.award_pooled,float
completion,outcome_percentage.full_time.not_first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage.full_time.not_first_time.8yr.transfer_pooled,float
completion,outcome_percentage.full_time.not_first_time.8yr.unknown_pooled,float
completion,outcome_cohort.part_time.not_first_time.6yr_pooled,integer
completion,outcome_percentage.part_time.not_first_time.6yr.award_pooled,float
completion,outcome_cohort.part_time.not_first_time.8yr_pooled,integer
completion,outcome_percentage.part_time.not_first_time.8yr.award_pooled,float
completion,outcome_percentage.part_time.not_first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage.part_time.not_first_time.8yr.transfer_pooled,float
completion,outcome_percentage.part_time.not_first_time.8yr.unknown_pooled,float
completion,outcome_years.full_time.first_time,integer
completion,outcome_years.part_time.first_time,integer
completion,outcome_years.full_time.not_first_time,integer
completion,outcome_years.part_time.not_first_time,integer
completion,outcome_percentage_suppressed.full_time.first_time.6yr.award_pooled,float
completion,outcome_percentage_suppressed.full_time.first_time.8yr.award_pooled,float
completion,outcome_percentage_suppressed.full_time.first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage_suppressed.full_time.first_time.8yr.transfer_pooled,float
completion,outcome_percentage_suppressed.full_time.first_time.8yr.unknown_pooled,float
completion,outcome_percentage_suppressed.part_time.first_time.6yr.award_pooled,float
completion,outcome_percentage_suppressed.part_time.first_time.8yr.award_pooled,float
completion,outcome_percentage_suppressed.part_time.first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage_suppressed.part_time.first_time.8yr.transfer_pooled,float
completion,outcome_percentage_suppressed.part_time.first_time.8yr.unknown_pooled,float
completion,outcome_percentage_suppressed.full_time.not_first_time.6yr.award_pooled,float
completion,outcome_percentage_suppressed.full_time.not_first_time.8yr.award_pooled,float
completion,outcome_percentage_suppressed.full_time.not_first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage_suppressed.full_time.not_first_time.8yr.transfer_pooled,float
completion,outcome_percentage_suppressed.full_time.not_first_time.8yr.unknown_pooled,float
completion,outcome_percentage_suppressed.part_time.not_first_time.6yr.award_pooled,float
completion,outcome_percentage_suppressed.part_time.not_first_time.8yr.award_pooled,float
completion,outcome_percentage_suppressed.part_time.not_first_time.8yr.still_enrolled_pooled,float
completion,outcome_percentage_suppressed.part_time.not_first_time.8yr.transfer_pooled,float
completion,outcome_percentage_suppressed.part_time.not_first_time.8yr.unknown_pooled,float
